,0_0,0_30,0_60,0_68,1_0,1_30,1_60,1_85,2_0,2_30,2_60,2_90,2_94,3_0,3_30,3_60,3_90,3_101,4_0,4_30,4_60,4_90,4_115,5_0,5_30,5_60,5_90,5_120,5_130,6_0,6_30,6_60,6_84,7_0,7_30,7_46,8_0,8_30,8_33,9_0,9_30,9_45,10_0,10_30,10_46,11_0,11_30,11_43,12_0,12_30,12_60,12_64
60150,0.0,5.173933800675926e-112,5.173762606783267e-112,5.173782112429334e-112,3.4902563521980172e-112,8.609652708688884e-220,3.707594981018159e-219,3.709108949456492e-219,2.5007085594893264e-219,1.3306890219807616e-109,6.999529169928559e-110,5.2622927709317813e-110,5.2622516217604356e-110,1.9720876244422213e-41,4.1680342152039725e-40,4.648226099007338e-40,7.551870291971765e-40,7.680356162139629e-40,1.6870050110028788e-29,2.0267705675544632e-29,1.8678010634465868e-29,2.0009654461407187e-29,1.8196740680493271e-29,2.8300136457349057e-26,2.1600981808365156e-26,2.096416077694328e-26,1.834529562693897e-26,1.920235967808056e-26,1.9168029203063154e-26,2.743449888339381e-29,2.1831216194867247e-29,2.153722434874229e-29,1.8446446801486808e-29,1.3791624823104492e-39,2.3247400175761424e-40,2.668943997786307e-40,1.9271753694218275e-25,2.6468366142718243e-25,2.690808506888429e-25,1.38693815432821e-25,1.3579316244430344e-25,1.4164659973560231e-25,2.28362583931903e-39,1.4899558964112074e-39,1.4175972879962941e-39,1.859372582169095e-25,1.889136439317183e-25,1.8766854849989538e-25,7.048587356849535e-26,8.649429637340225e-26,9.852348164651396e-26,1.0053496145028237e-25
70130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.111804431232776e-185,2.2193747704993578e-185,2.306196855028529e-185,2.3078849339187157e-185,2.938529688899764e-185,1.656269568145949e-100,1.7122462407286114e-100,1.7578629993231566e-100,1.7524771938634e-100,1.9163239998306826e-100,9.698067411103812e-85,8.784572873959801e-85,8.988210471227681e-85,9.0065997923271e-85,8.799796151756589e-85,8.202457101620858e-155,8.242925749610006e-155,8.223865113516749e-155,8.229192168704297e-155,8.207971715301692e-155,2.4780407653870284e-47,2.136874839706021e-44,2.1327155510211943e-44,2.1315938335855265e-44,1.633148239417936e-44,3.501946631903295e-58,2.306682402941807e-57,1.0385462353787714e-31,1.4886246469204562e-31,1.4793643853137905e-31,3.696478377662914e-46,8.272375713464338e-45,6.027864392630895e-45,0.0,0.0,0.0,5.5956356018170746e-30,3.786822106535318e-29,5.719968512238999e-29,0.0,0.0,0.0,0.0
7014.09c,4.850531160888451e-22,2.2852888039408248e-17,1.7095464048016583e-16,1.944416737711791e-16,1.9444293067531424e-16,2.2037470844089098e-16,2.8726603287209396e-16,3.1922015839511377e-16,3.1924400222205177e-16,3.2545110507196097e-16,3.4119702867005215e-16,3.5184472414862197e-16,3.518578012461096e-16,3.5186465950577915e-16,4.010263484756301e-16,4.261073340539857e-16,4.341429032096339e-16,4.3462938186320134e-16,4.3464479828390165e-16,4.137399868658731e-16,3.70952093129011e-16,3.7503373875171954e-16,3.7355175446691404e-16,3.7355318451482825e-16,3.723135177175184e-16,3.723670595659503e-16,3.7076663762586593e-16,3.72452473265432e-16,3.72569093483439e-16,3.7257703780760765e-16,3.7186866784978355e-16,3.717920733085711e-16,3.7192349998758407e-16,3.719707904660817e-16,4.832676891751984e-16,2.8785290550736627e-15,3.055972251343913e-15,4.381576213601865e-15,4.354307752340964e-15,4.335682123831111e-15,9.17216220535815e-16,6.084510875617673e-16,6.102985698793664e-16,5.30658112034698e-14,5.3065824115746123e-14,5.306647345684162e-14,4.839032273519391e-15,6.898667370665095e-15,7.0117220092476396e-15,7.465864969918703e-15,4.237826864736024e-15,4.0170975656160524e-15
7015.09c,1.99232042499805e-28,3.051642935324074e-14,3.051631296168941e-14,3.0516301249981005e-14,3.0516301231854124e-14,1.8496978601037502e-11,7.954471929534528e-11,7.985107124844334e-11,7.985107125019674e-11,6.660582504382671e-11,4.0229233457667403e-11,2.5747455753056427e-11,2.5747435771879366e-11,2.5747434874961e-11,1.3254358599966577e-10,1.502573095427136e-10,2.4334322177725e-10,2.480451576598159e-10,2.4807238038179566e-10,2.602903047744335e-10,2.3699707698234843e-10,2.5650916905922257e-10,2.2994520634446138e-10,2.2993440420648308e-10,1.9081703301948244e-10,1.8519171014982648e-10,1.6205700580008647e-10,1.6962819496393222e-10,1.693249241403751e-10,1.6931747988747281e-10,1.4100430008903447e-10,1.3919003168453912e-10,1.2011420888823826e-10,1.195029054236493e-10,9.87966116408044e-11,1.1248719627815742e-10,1.1385919569127584e-10,1.5486016779728007e-10,1.5749273663482405e-10,1.5805336938567259e-10,1.4969051449563747e-10,1.5618156730857958e-10,1.5699510796396697e-10,1.9128183732746745e-10,1.752000159588372e-10,1.7485287731373913e-10,1.5312240271211357e-10,1.528058653693912e-10,1.52382075933373e-10,1.4593601035870708e-10,1.704920856365013e-10,1.7481956025054014e-10
70160,4.111754858425698e-42,5.752555197453357e-28,5.752533266951703e-28,5.752531060872993e-28,5.218709865862038e-28,3.16323933641767e-25,1.3603247887465467e-24,1.3655638311311432e-24,1.5978739162684592e-24,1.3328275867938417e-24,8.050141577413207e-25,5.152239957216494e-25,5.1522359588479e-25,4.943131667167444e-25,2.5464469228378333e-24,2.8865245572977686e-24,4.673638193838131e-24,4.763908499295344e-24,5.1865857900907085e-24,5.562570052248328e-24,5.075722412637495e-24,5.483541205114435e-24,4.928332500008153e-24,4.615767554940139e-24,3.759604953092351e-24,3.6487707338847165e-24,3.1929560252105203e-24,3.3421284257170445e-24,3.336153190417514e-24,3.32989260624681e-24,2.787913395996164e-24,2.7522332911100233e-24,2.3770781509295255e-24,2.4087837790106496e-24,1.9865929345292963e-24,2.261098274949886e-24,3.3194886325227897e-16,3.3194884832823735e-16,3.3194885362031867e-16,1.640640864467519e-16,1.6406405089679474e-16,1.6406402201567667e-16,3.050715020602901e-24,3.527310006237221e-24,3.2147931272777278e-24,5.084592697542019e-16,5.084593164270834e-16,5.084593008714627e-16,3.564916965177528e-17,3.564916447313574e-17,3.5649164137232183e-17,3.5649164227985145e-17
70170,0.0,1.6874778947034083e-106,3.73757229529939e-106,3.921034739583794e-106,2.961636468178545e-106,1.0764400190612758e-79,1.1918087048799707e-79,1.2336159689138994e-79,2.5624139161579827e-25,2.6126389258126616e-25,2.6627689956016236e-25,2.688913981830604e-25,2.68893738930942e-25,1.9204716441917116e-38,1.1943456395401058e-37,1.1991658402915888e-37,1.203258326062189e-37,1.2034273223791515e-37,2.898824796988372e-24,2.909396045248388e-24,2.912461195395641e-24,2.9201502309478827e-24,2.919985341463902e-24,7.754079627385645e-24,7.74785632255708e-24,7.756343833537409e-24,7.755252830959822e-24,7.764151581850242e-24,7.76479664969951e-24,1.961979519044201e-24,1.9654422311076686e-24,1.963652077579028e-24,1.9642975460573285e-24,2.4094721425928073e-37,7.595373655452814e-38,7.595090240644762e-38,2.558695650952549e-23,2.5595339127346974e-23,2.5596831168204636e-23,1.4068876530508835e-23,1.4077211960187294e-23,1.4079853932795894e-23,2.901166582720568e-25,2.9018008775639433e-25,2.9023776828667136e-25,2.7476547070687533e-23,2.747240503849172e-23,2.7473101940328755e-23,7.347180268505463e-24,7.34077892414436e-24,7.338099608026056e-24,7.338429433254083e-24
80150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8016.09c,0.03546453474254522,0.03546439885864632,0.03546425880290864,0.03546424408145503,0.03546424355436094,0.035464201152250706,0.03546416797798033,0.03546414895008743,0.03546414852952201,0.03546414763287748,0.03546413757698927,0.03546413825736841,0.035464138269394124,0.03546413911731463,0.03546411570254844,0.03546410251460209,0.03546409705480798,0.035464096586753764,0.035464094405225535,0.03546411055021276,0.03546410845754823,0.0354641071855331,0.03546410617722874,0.03546410666602704,0.03546409570937997,0.03546410007203021,0.03546410068748935,0.035464097609824025,0.03546409755667125,0.035464097949340814,0.03546410626076762,0.03546411064965464,0.03546411389920877,0.03546411452321557,0.03546411968522631,0.03546411772223616,0.035464117347794435,0.035464118712200184,0.035464119269137735,0.03546411912714502,0.03546411604059271,0.035464109723992124,0.03546410980123303,0.035464104670748765,0.03546410596415255,0.035464105832801684,0.035464107453255594,0.035464106445009316,0.035464106228303274,0.0354641021529704,0.03546410152214244,0.03546410152602782
8017.09c,1.4339936722168448e-10,5.51578490364716e-09,1.0797532961725098e-08,1.1270201325607861e-08,1.1259728579145694e-08,1.2451140452993642e-08,1.3717774677045598e-08,1.4198680590290218e-08,1.421232497542088e-08,1.4490807179306946e-08,1.4773409048701435e-08,1.4920798048051587e-08,1.492093000497902e-08,1.4920354616042812e-08,1.497916579186822e-08,1.5038782504454948e-08,1.509006353005317e-08,1.5092393732353434e-08,1.5099923777595176e-08,1.514518290030385e-08,1.5161400925598225e-08,1.520208437872164e-08,1.520121194717557e-08,1.5195373623166283e-08,1.5195838044293104e-08,1.5212521668229382e-08,1.5210377126501647e-08,1.5227869058772794e-08,1.5229137044671476e-08,1.523102467972658e-08,1.5240568787436174e-08,1.5226472208780183e-08,1.5231555439172522e-08,1.5231829318103457e-08,1.5235326470064125e-08,1.5233762458143534e-08,1.523123000104876e-08,1.5225380502571668e-08,1.5226261711231772e-08,1.5228362380633358e-08,1.524066302050148e-08,1.5243491070975465e-08,1.5242702261865907e-08,1.5244600052399473e-08,1.524788560031118e-08,1.5248376346231642e-08,1.525811134092064e-08,1.5260098156580655e-08,1.526125833499552e-08,1.5256406304554443e-08,1.525180498122158e-08,1.5252494658503155e-08
80180,6.2038364606889995e-18,9.119154152592485e-15,3.4887190446739546e-14,3.8008464638020596e-14,3.79360224851578e-14,4.640086698754652e-14,5.635905303830812e-14,6.042550059503862e-14,6.054966828961101e-14,6.294065637464204e-14,6.544915483027844e-14,6.679623588282823e-14,6.679764201928136e-14,6.678659418800936e-14,6.738858197567983e-14,6.795543688956484e-14,6.845491828387427e-14,6.847984219301992e-14,6.855017605686603e-14,6.894619379654977e-14,6.911939846110887e-14,6.950376057479825e-14,6.950464551656375e-14,6.945279290777888e-14,6.948194002838372e-14,6.964127435604807e-14,6.964583111220949e-14,6.981849327948225e-14,6.983217343755317e-14,6.984675982832621e-14,6.993459778171134e-14,6.982697249194917e-14,6.988449641118529e-14,6.988912446552064e-14,6.995307317165543e-14,6.995013592207955e-14,6.99272595154974e-14,6.989071567497381e-14,6.990010189912441e-14,6.99198331797252e-14,7.005149810413702e-14,7.009443800835226e-14,7.008871482575733e-14,7.016021645700348e-14,7.020031917907507e-14,7.020398639400487e-14,7.029629385974636e-14,7.032854051269524e-14,7.03415870387461e-14,7.033994179245759e-14,7.031815897860352e-14,7.032601815021037e-14
240660,2.308237759157489e-25,1.6466023998729013e-25,1.2787759867802489e-25,1.254842083728403e-25,1.1724177986812363e-25,1.1229528511443372e-25,1.071928049165512e-25,1.0549570049132129e-25,1.5419744807738656e-25,1.526980323112502e-25,1.5133555596760208e-25,1.5067812219040412e-25,1.5067764175057673e-25,1.1511468584596567e-25,1.1499289214842178e-25,1.1480835111175254e-25,1.1465611636901997e-25,1.146508695800139e-25,1.4236024269978914e-25,1.4214683404890094e-25,1.4212568538155672e-25,1.4194985639918724e-25,1.4196212835411369e-25,1.4039055836276117e-25,1.403468206911579e-25,1.402779511537488e-25,1.4030295286716442e-25,1.402320081718321e-25,1.4022760237191008e-25,1.2700320611310675e-25,1.269610360803942e-25,1.2699018985881097e-25,1.2696945575323605e-25,1.2875657560135842e-25,1.287345854841922e-25,1.2872372870364699e-25,1.284256424565696e-25,1.2854694211917223e-25,1.285494956505111e-25,1.350280065412788e-25,1.350329500289414e-25,1.3504670614295632e-25,1.222765961468928e-25,1.2223866084371146e-25,1.2220960512016897e-25,1.222470043619991e-25,1.2223364834750345e-25,1.2223311322499985e-25,1.367880075424473e-25,1.3684401187092234e-25,1.3692762417408595e-25,1.3693001305447025e-25
240670,2.130773696914418e-25,1.5876994773665986e-25,1.2697239124830608e-25,1.248298832563111e-25,1.1346464562026022e-25,1.087363100494449e-25,1.0408504122606214e-25,1.0249393178057334e-25,1.5405812936817214e-25,1.5275734620151612e-25,1.5147777955702187e-25,1.5082047384770392e-25,1.5082001486411789e-25,1.1582134454233758e-25,1.1566661825188013e-25,1.1549874890267754e-25,1.1535760780611321e-25,1.1535224346957843e-25,1.4064923970859921e-25,1.404736902203187e-25,1.4043386859897058e-25,1.4028523768896725e-25,1.4029662116553618e-25,1.387491820349848e-25,1.3873845677078393e-25,1.3866886764529744e-25,1.3868937236166844e-25,1.3861989036136525e-25,1.3861562499789688e-25,1.2537427085634026e-25,1.253448489080985e-25,1.2539117049473043e-25,1.2538871843548504e-25,1.282677062299091e-25,1.2827499430860412e-25,1.282768112283271e-25,1.2699440509105644e-25,1.2704848414236992e-25,1.2704815108839826e-25,1.3295474659913764e-25,1.329462650116162e-25,1.3295416657489077e-25,1.221266719310301e-25,1.2210932705390053e-25,1.2209176493543402e-25,1.2041542930456126e-25,1.2040614122601906e-25,1.2040804277921543e-25,1.3526402835213003e-25,1.3530234210082576e-25,1.3534955778602876e-25,1.3534987835838651e-25
250660,2.085090020823661e-22,1.555864726579337e-22,1.267641053685469e-22,1.249539762108863e-22,1.1680995965738444e-22,1.1396760042326624e-22,1.102292108825838e-22,1.0902376499682417e-22,1.5480997049556043e-22,1.5355864518289548e-22,1.525643373991861e-22,1.5215122293923883e-22,1.5215088080238476e-22,1.1896867370559448e-22,1.1894284654794426e-22,1.1880949824579935e-22,1.1870453632288583e-22,1.1870131596666246e-22,1.4584857292023093e-22,1.4566468741503786e-22,1.4567355201751996e-22,1.4552202080693478e-22,1.4553418779201412e-22,1.4330205824768633e-22,1.4322329743565064e-22,1.431817038227511e-22,1.4320279360067412e-22,1.431491182346693e-22,1.4314586786250252e-22,1.311949663450833e-22,1.311215372645416e-22,1.3111016776801933e-22,1.3106596769248072e-22,1.3254699354621694e-22,1.3248387457443622e-22,1.3245750479523753e-22,1.3182280162446784e-22,1.3200489133780294e-22,1.320105039962537e-22,1.3858976815422223e-22,1.3861704075832451e-22,1.3863588185866728e-22,1.2616645947088135e-22,1.2610199126058984e-22,1.2605676865395671e-22,1.2635043421574324e-22,1.2632179591701579e-22,1.2631880333121087e-22,1.4020880892383325e-22,1.4028120673805255e-22,1.403978955740686e-22,1.404030098632231e-22
250670,9.10239794739402e-23,6.67571713133888e-23,5.2764651660448126e-23,5.183626838926866e-23,4.7017090907779695e-23,4.50961719258538e-23,4.312641326433167e-23,4.2459181165458603e-23,6.117789683080957e-23,6.065035998034742e-23,6.01592331625614e-23,5.991403391183962e-23,5.991386182179702e-23,4.7842569083507507e-23,4.7782924371724026e-23,4.771115651482647e-23,4.7652491999137396e-23,4.765033558598881e-23,5.687557552560595e-23,5.680012585826723e-23,5.678827245891424e-23,5.67241341534932e-23,5.672845748144498e-23,5.565380521419158e-23,5.56436727678832e-23,5.561776155358028e-23,5.562730135749682e-23,5.560118377677195e-23,5.559955303201068e-23,5.126996688223551e-23,5.12525395858184e-23,5.126770242086295e-23,5.126173375235874e-23,5.2287794838110067e-23,5.228446393327462e-23,5.228285942894214e-23,5.149158971851946e-23,5.1526381001023115e-23,5.152673917498996e-23,5.378043334870858e-23,5.377940118068744e-23,5.378425069204407e-23,4.9999266740449907e-23,4.9988207311595715e-23,4.997758598665363e-23,4.9336930169395693e-23,4.933057417565155e-23,4.9331316036912485e-23,5.471644135269326e-23,5.473682971292815e-23,5.476344586629302e-23,5.476404387449957e-23
250680,1.0733056112431519e-23,8.170043225578069e-24,6.641057795977776e-24,6.537833134896899e-24,6.007977327635747e-24,5.792628941218696e-24,5.570297870548602e-24,5.494009268459093e-24,8.021398867531929e-24,7.961895556621405e-24,7.904095641318939e-24,7.874834495071274e-24,7.874813718130923e-24,6.119949423168095e-24,6.112785757383074e-24,6.104761705078404e-24,6.098048362054889e-24,6.09779387093873e-24,7.446323901596783e-24,7.438247704708109e-24,7.436403414664935e-24,7.429375801736656e-24,7.429957172903278e-24,7.323163397504257e-24,7.322320717149217e-24,7.319201919556867e-24,7.320133869277438e-24,7.31684763882642e-24,7.316648485826894e-24,6.675773002292819e-24,6.673796965771437e-24,6.675805951012753e-24,6.675473069641565e-24,6.790956047563873e-24,6.790926460371843e-24,6.79092547542578e-24,6.740012618569976e-24,6.74308795831284e-24,6.74308111514586e-24,7.060173577176995e-24,7.05993656282446e-24,7.060371443344163e-24,6.469171907242558e-24,6.468061331431873e-24,6.466957893303682e-24,6.425446904978047e-24,6.4246663219165805e-24,6.424770899410579e-24,7.172548564807335e-24,7.174645438948459e-24,7.177260855054337e-24,7.177299098819526e-24
250690,8.035904145720629e-25,6.072985443338373e-25,4.875166635575221e-25,4.793762061683018e-25,4.452405729815526e-25,4.281330257434128e-25,4.1053218140525825e-25,4.044605399265614e-25,5.901833866285007e-25,5.855839916157044e-25,5.809923824650776e-25,5.78610375450062e-25,5.786087158302417e-25,4.447949236790131e-25,4.442081990264444e-25,4.435698927165307e-25,4.430312778215371e-25,4.430109080107424e-25,5.473233366420074e-25,5.467567173436708e-25,5.465818047195541e-25,5.46036035950167e-25,5.460783003003143e-25,5.391578499611057e-25,5.391098604028146e-25,5.388614550069897e-25,5.3893563474988925e-25,5.386791262119033e-25,5.386634217020184e-25,4.897216244869502e-25,4.895713860256474e-25,4.897585550257819e-25,4.897472634659535e-25,4.969203780380194e-25,4.969411932807855e-25,4.969564951098757e-25,4.953283096505639e-25,4.955055495698922e-25,4.955008138481373e-25,5.197758177374151e-25,5.1975916175138195e-25,5.197893692494949e-25,4.724790569857467e-25,4.724040657310798e-25,4.723243359602421e-25,4.7165270880673195e-25,4.715800874666657e-25,4.715949122534748e-25,5.272976902570617e-25,5.27457321732267e-25,5.276312132737671e-25,5.276318856372212e-25
260650,4.60804905546789e-22,3.4384611101436048e-22,2.8014867633884686e-22,2.7614829071512696e-22,2.581500132292212e-22,2.5186839928840067e-22,2.4360655806189073e-22,2.409425225411502e-22,3.4213003790319946e-22,3.393646087128381e-22,3.37167188414433e-22,3.3625420540954224e-22,3.3625344928706885e-22,2.6292077105962656e-22,2.6286369301299713e-22,2.625689932501879e-22,2.6233702739157143e-22,2.6232991040398756e-22,3.2232534900158444e-22,3.2191896198727805e-22,3.219385527590428e-22,3.216036687642545e-22,3.216305578009949e-22,3.166975511241511e-22,3.1652348974417666e-22,3.164315678568823e-22,3.1647817627144084e-22,3.163595537104897e-22,3.163523703877715e-22,2.8994087795437164e-22,2.8977859966196647e-22,2.8975347307578606e-22,2.8965579090237954e-22,2.929288580910597e-22,2.9278936514496295e-22,2.927310879313847e-22,2.9132839357601743e-22,2.9173081183753308e-22,2.9174321581303425e-22,3.062833899324498e-22,3.0634366239444545e-22,3.0638530122947536e-22,2.788278775983142e-22,2.786854028356459e-22,2.785854608684995e-22,2.792344617830345e-22,2.79171171190205e-22,2.7916455757697765e-22,3.0986147018662114e-22,3.1002146930716707e-22,3.102793516454471e-22,3.10290654224999e-22
260660,3.299320637149567e-20,2.5851278983015197e-20,2.0958289796623167e-20,2.0635653405918776e-20,1.9076199272901616e-20,1.880124966204766e-20,1.8172226857736714e-20,1.7957091842815364e-20,2.3513498241152848e-20,2.3328578419640535e-20,2.3184610695915347e-20,2.3118839477209876e-20,2.311878579650586e-20,1.961639607886248e-20,1.961025958260641e-20,1.9583865604770276e-20,1.956340330159891e-20,1.9562811568891736e-20,2.2904140954658795e-20,2.2890815294220492e-20,2.2886550434998736e-20,2.2860996080818326e-20,2.2862447501141986e-20,2.2191070165440222e-20,2.2180080834747973e-20,2.2176679556838624e-20,2.2181032077538186e-20,2.2173435903592405e-20,2.217292943313192e-20,2.112861040112716e-20,2.1101430299295477e-20,2.1102946201043852e-20,2.109292864250892e-20,2.12474717401321e-20,2.1236407049668943e-20,2.1233539677898145e-20,2.0848913972563228e-20,2.0873508116774285e-20,2.0873610132855148e-20,2.1828637465538808e-20,2.1835173021122483e-20,2.183908887022706e-20,2.040238921041433e-20,2.0389201725915536e-20,2.0377532503757024e-20,2.0389637513176838e-20,2.037559895729973e-20,2.0376907431072198e-20,2.2032383990619316e-20,2.205003848067997e-20,2.2070131323689468e-20,2.2070929555150106e-20
260670,5.475965862015188e-20,3.8210072247473623e-20,2.8309966051209515e-20,2.7648915916315523e-20,2.5230970244844074e-20,2.3996140114442577e-20,2.2644551515181932e-20,2.2179922084607036e-20,2.923409442936876e-20,2.8902916624478606e-20,2.860858884920035e-20,2.845356073168273e-20,2.8453453512323854e-20,2.4469373195774776e-20,2.4426399293943348e-20,2.4371843386528576e-20,2.432791153060863e-20,2.4326432944315553e-20,2.800051764820411e-20,2.7958725351048485e-20,2.7947636989524254e-20,2.790420902610493e-20,2.790593015838488e-20,2.697721875927329e-20,2.6973651049960477e-20,2.6960324553324802e-20,2.696794932108388e-20,2.695349779436346e-20,2.6952511378295328e-20,2.580344742016835e-20,2.5781930783777028e-20,2.579521098792258e-20,2.578800267173087e-20,2.6090654053111314e-20,2.608874733344407e-20,2.6088575650306835e-20,2.547471743173427e-20,2.5494015435585158e-20,2.5493653840927497e-20,2.6530908901739465e-20,2.6529168936819892e-20,2.6533131972337058e-20,2.51242951454948e-20,2.511637399482885e-20,2.510667726454091e-20,2.4926482724215588e-20,2.491742307361236e-20,2.4919084910448133e-20,2.691753556510661e-20,2.6935746336140657e-20,2.6954078041239792e-20,2.6954433121094397e-20
