,0_0,0_30,0_60,0_68,1_0,1_30,1_60,1_85,2_0,2_30,2_60,2_90,2_94,3_0,3_30,3_60,3_90,3_104,4_0,4_30,4_60,4_90,4_100,5_0,5_30,5_60,5_77,6_0,6_30,6_43,7_0,7_30,7_60,7_79,8_0,8_30,8_60,8_90,8_112,9_0,9_30,9_60,9_90,9_120,9_144,10_0,10_30,10_38,11_0,11_30,11_60,11_75,12_0,12_30,12_60,12_90,12_120,12_150,12_174,13_0,13_30,13_49,14_0,14_30,14_60,14_90,14_102,15_0,15_30,15_60,15_68,16_0,16_30,16_60,17_0,17_30,17_60
40096.09c,2.988857094172874e-06,0.0001152800308745196,0.00019432241718957518,0.0002006356953147365,0.0002007933499139782,0.000215796651593858,0.00023117616223692817,0.00023661085057258364,0.0002366937108970888,0.00023955545696192906,0.00024246211947945344,0.0002439884523967145,0.00024398946761294995,0.000243996796093312,0.0002449841405538181,0.00024595873118246983,0.0002467293905294342,0.0002467789739502126,0.0002468043367601829,0.0002471050072443775,0.0002473998945112473,0.000247806887509437,0.00024782580791417026,0.000247814387392335,0.00024804615324257876,0.0002481100995871198,0.0002481643658588231,0.0002481360112717916,0.00024799434621993843,0.0002479808417854724,0.00024801440209206636,0.00024812246026059237,0.0002480934898987914,0.0002480811466134389,0.00024806954882208474,0.00024796184575485004,0.0002478110065904516,0.0002476607316887795,0.0002476345998142557,0.0002476340953471895,0.00024782640537928394,0.0002479900722425568,0.00024811686801092924,0.00024822384384596977,0.0002482558873385563,0.00024825319852589894,0.00024816039874165047,0.0002481504451426308,0.00024814081441995313,0.0002480482562538503,0.00024796496270694296,0.00024795229052440067,0.0002479779381901789,0.0002480758646955679,0.00024803546047971194,0.0002479865429129681,0.0002479485691803289,0.0002479240232803084,0.00024789548008424193,0.0002478758905391195,0.00024774716387421274,0.0002477307493100043,0.0002477343520341424,0.00024768761417452793,0.0002476472618125867,0.0002476002877023371,0.0002475908702941401,0.00024758152281353734,0.00024763670725623836,0.00024771760590505925,0.00024772979090902965,0.00024774831005311393,0.0002477967700730486,0.0002477398969047349,0.0002477320086465675,0.0002477376210842859,0.0002477332323945388
400970,3.4991709490293844e-07,2.6989517267667716e-07,1.9900477117725956e-07,1.9363980970659756e-07,2.1565708582981105e-07,2.0717093115945793e-07,1.9532360652219063e-07,1.908151958173461e-07,2.0276609614408132e-07,2.012682045877182e-07,1.9889418939449628e-07,1.9734263294207868e-07,1.9734173243880216e-07,1.9938236490145802e-07,1.9802048224255905e-07,1.971034298723121e-07,1.96279757715522e-07,1.9622579455537763e-07,2.0168945996054627e-07,2.0143330753944215e-07,2.011641366367223e-07,2.008627353213153e-07,2.0086551117769207e-07,2.00410417894578e-07,2.0046820986063083e-07,2.003805911552728e-07,2.0026920779634812e-07,1.9210483391102267e-07,1.9217524640526999e-07,1.9233443436936912e-07,2.0215436192040308e-07,2.0254291390623482e-07,2.0241988078068387e-07,2.024085397288866e-07,1.990431774745101e-07,1.9854795012558522e-07,1.985890109052398e-07,1.9862406766776583e-07,1.9858102436053555e-07,1.9833459376168907e-07,1.9816649066044846e-07,1.9812454349854919e-07,1.98109244788394e-07,1.9811105305178333e-07,1.981143322274436e-07,1.9603148752019217e-07,1.961873794103577e-07,1.962378861436782e-07,1.9325286039279743e-07,1.9295707580969672e-07,1.9285485117249302e-07,1.9289448460944332e-07,2.037215571294158e-07,2.0485470898057554e-07,2.0491449375092038e-07,2.0480343842556943e-07,2.047762153465399e-07,2.0478110690136013e-07,2.0479482090918037e-07,1.966027802708855e-07,1.956496578567309e-07,1.9573820674550502e-07,1.9783493442469906e-07,1.9843037468408114e-07,1.9836397820523409e-07,1.9826807959504137e-07,1.9824055668046187e-07,1.9350621987060562e-07,1.9261284224010365e-07,1.925946167351426e-07,1.9258562006738893e-07,2.0349685297358566e-07,2.0651701683095984e-07,2.0666112778887925e-07,2.0055165189922422e-07,1.9842708781446938e-07,1.9826082802618167e-07
400980,1.6593277694078962e-10,1.3164465962962019e-10,9.859965387538782e-11,9.606946486495044e-11,1.0681550979592286e-10,1.03129958523179e-10,9.756816268368773e-11,9.542800847556986e-11,1.0158200114278704e-10,1.0095326727203931e-10,9.984143592182134e-11,9.910552926323662e-11,9.910510082863932e-11,9.985204904010441e-11,9.918942269343437e-11,9.87549797950748e-11,9.836353919921882e-11,9.833790319462933e-11,1.0102501738762562e-10,1.008904704670912e-10,1.0076100991296104e-10,1.0061723454658829e-10,1.00618345695609e-10,9.987377414755727e-11,9.990061093637536e-11,9.985855902428664e-11,9.980529684308124e-11,9.603920818648136e-11,9.611720972392932e-11,9.61964859849242e-11,1.0087427655210506e-10,1.0098539740444172e-10,1.0092201990732204e-10,1.0091593215665834e-10,9.909484182989844e-11,9.888332459099915e-11,9.889943168656701e-11,9.891505283915262e-11,9.889417941810443e-11,9.881616442146717e-11,9.875487935935936e-11,9.873515338344697e-11,9.872916024466939e-11,9.873066233010722e-11,9.873215746772835e-11,9.776462942432888e-11,9.788880989385795e-11,9.791506958021492e-11,9.616927670314329e-11,9.613750735247592e-11,9.608137004049442e-11,9.610032171207404e-11,1.0199041205498178e-10,1.019634969255839e-10,1.019914557372595e-10,1.0193383877959809e-10,1.0192054489607766e-10,1.0192312217754691e-10,1.019296501168863e-10,9.714865014592574e-11,9.718348324129949e-11,9.722708821543201e-11,9.826633630394373e-11,9.848450793776962e-11,9.844939235520386e-11,9.84002267878068e-11,9.838643737530915e-11,9.546578116229937e-11,9.552513638326587e-11,9.55155416606021e-11,9.551082146988867e-11,1.0199084110726699e-10,1.0201837303787766e-10,1.0209106214553766e-10,9.842234009568137e-11,9.823994984932967e-11,9.815602653639393e-11
400990,1.1378862810924783e-11,8.9291728391484e-12,6.70974536538956e-12,6.538929429009897e-12,7.270242755808397e-12,7.0060127458732726e-12,6.634061468199777e-12,6.489199696957341e-12,6.9103628448571545e-12,6.863061109711156e-12,6.7887624526198915e-12,6.738637685987967e-12,6.7386084288986545e-12,6.791500502357864e-12,6.7445126980630175e-12,6.715213139399604e-12,6.6885298459285826e-12,6.686777276868814e-12,6.866408555775287e-12,6.857511794843416e-12,6.848799630495237e-12,6.839084409593806e-12,6.839166012886955e-12,6.791211540476501e-12,6.793799811065842e-12,6.7906510731596905e-12,6.786950312583736e-12,6.5296891291513446e-12,6.535561407008348e-12,6.541159040268329e-12,6.8590467342251585e-12,6.865628818482659e-12,6.861125827812492e-12,6.8605974807555496e-12,6.7385964476152205e-12,6.725137933766668e-12,6.726052445589089e-12,6.726989243619564e-12,6.725454051265752e-12,6.7191391149001694e-12,6.714384828175378e-12,6.7130933994672965e-12,6.712838218494014e-12,6.713083185152394e-12,6.7132201035141504e-12,6.647912196818614e-12,6.6564522689994e-12,6.658181141932629e-12,6.539377473180212e-12,6.537862729311951e-12,6.5340345116258296e-12,6.535258752061152e-12,6.934507284134055e-12,6.932507170227708e-12,6.934376414038493e-12,6.9303175026467046e-12,6.929394945633136e-12,6.929591425070981e-12,6.930043214881651e-12,6.6047924281916004e-12,6.607257461440084e-12,6.61017555210817e-12,6.681084465300593e-12,6.695870398961e-12,6.693564367046731e-12,6.690083059719279e-12,6.689088019218048e-12,6.491878095407686e-12,6.495676656399845e-12,6.495231211121096e-12,6.494946122168132e-12,6.934645482319242e-12,6.9366893723963424e-12,6.941517636510023e-12,6.692849768892421e-12,6.680251892324344e-12,6.674524297662779e-12
401000,3.820205384257856e-11,2.9844153393320533e-11,2.2318552790782764e-11,2.1741720277466797e-11,2.4175731909876177e-11,2.327804220869479e-11,2.2017056013738693e-11,2.1528825304484795e-11,2.2927033214754752e-11,2.276713800194927e-11,2.2515168344869058e-11,2.2346579723880406e-11,2.2346481463494685e-11,2.252299180151027e-11,2.236737165728172e-11,2.2268550612028878e-11,2.2178853418173305e-11,2.2172964995547744e-11,2.27684344290738e-11,2.273859859113176e-11,2.270930568402492e-11,2.267658910753834e-11,2.2676869062405108e-11,2.251821132512748e-11,2.2525822083042966e-11,2.2515466804042132e-11,2.2503107838805567e-11,2.1647970703657995e-11,2.1667282627762517e-11,2.1685724094392428e-11,2.2740537547046357e-11,2.2762791814510157e-11,2.2748093337740494e-11,2.274646436496185e-11,2.2341821226338098e-11,2.2297351760493837e-11,2.2300807745128296e-11,2.2304153851392997e-11,2.2299120667817527e-11,2.2276640232782023e-11,2.2261014693825863e-11,2.2256592068917606e-11,2.22555153500397e-11,2.2256163519007917e-11,2.2256592770594702e-11,2.20418564345127e-11,2.2070063964166057e-11,2.2075795794022863e-11,2.1681010339031452e-11,2.1675662759515122e-11,2.1663245468047734e-11,2.1667402917472802e-11,2.2990910732057538e-11,2.2984480177139806e-11,2.2990815665057473e-11,2.2977583529027763e-11,2.2974534173724452e-11,2.2975168365501754e-11,2.297668168953159e-11,2.189835533595461e-11,2.1906723468448986e-11,2.1916448705976586e-11,2.215261292806215e-11,2.2201455422030513e-11,2.2193885416090508e-11,2.218253064392268e-11,2.2179281584752664e-11,2.152332056087864e-11,2.1535853018985457e-11,2.1534225703914227e-11,2.15332655239065e-11,2.29934070353173e-11,2.2999862567586452e-11,2.3015918300632203e-11,2.2191277111608214e-11,2.2149975666583058e-11,2.2131064435112815e-11
401010,6.822890092661448e-12,5.260919247465761e-12,4.001079162711662e-12,3.9025984660994355e-12,4.338486922678513e-12,4.168321656415679e-12,3.959168457092486e-12,3.875044416645287e-12,4.131825473432743e-12,4.09866568640717e-12,4.056953988541243e-12,4.027398424049136e-12,4.027381063732906e-12,4.060688022456607e-12,4.0303148029792254e-12,4.013455664807651e-12,3.997692168540541e-12,3.996650053075351e-12,4.099538853933652e-12,4.094603367718925e-12,4.089598426838102e-12,4.083975838070291e-12,4.084031048530006e-12,4.058613494189964e-12,4.0612416029774426e-12,4.058991101935724e-12,4.056707936781026e-12,3.901495567636994e-12,3.905712845621819e-12,3.909326645095719e-12,4.0992541204735125e-12,4.101904649769024e-12,4.098939134156272e-12,4.098467622053683e-12,4.027871810387631e-12,4.020954658765733e-12,4.021205909493774e-12,4.0215689128477115e-12,4.020501950915038e-12,4.0157835279956395e-12,4.012215275006709e-12,4.0115319035817735e-12,4.0116075188267195e-12,4.011957061376861e-12,4.012087029211128e-12,3.973601463414137e-12,3.978844970375813e-12,3.979808419828339e-12,3.908510808438304e-12,3.9084336193936556e-12,3.9060859086636385e-12,3.906719541789942e-12,4.143938155620971e-12,4.142492268561517e-12,4.143536868572911e-12,4.140901866297918e-12,4.140329451076304e-12,4.140476140835231e-12,4.14075238695941e-12,3.9458669307096104e-12,3.947433194836358e-12,3.9491113316207e-12,3.991551545250273e-12,4.000340570125547e-12,3.9990535011904135e-12,3.996773842130224e-12,3.996101610980447e-12,3.880493222654759e-12,3.882502282079806e-12,3.882521357806596e-12,3.882397986346869e-12,4.144101193480068e-12,4.1455724768724e-12,4.148292421473825e-12,4.000686298804289e-12,3.992844366489792e-12,3.9893886601668024e-12
401020,5.69529284135918e-12,4.184005364094006e-12,3.112024738239564e-12,3.0294930737435704e-12,3.3706918690801647e-12,3.208692616969534e-12,3.032365969544196e-12,2.962315791488569e-12,3.1626500193921243e-12,3.130091829810019e-12,3.0949295496643e-12,3.070319883458407e-12,3.0703054641785186e-12,3.098779649406034e-12,3.0738030161647056e-12,3.0597734833016626e-12,3.04666219529147e-12,3.0457936316837084e-12,3.1202856170405068e-12,3.1165027836148246e-12,3.112431714840374e-12,3.1077786130538914e-12,3.107833134462478e-12,3.0915813494761394e-12,3.093561259322001e-12,3.0916371022732546e-12,3.0897403848904337e-12,2.9684879980699256e-12,2.9721466187754732e-12,2.9750001419603415e-12,3.1202287325173645e-12,3.121633113040848e-12,3.119387979494485e-12,3.1190083977004956e-12,3.066852062850412e-12,3.0626516210278894e-12,3.0630128161612253e-12,3.0633633594311934e-12,3.062483637327474e-12,3.0567373067687133e-12,3.0535377734832564e-12,3.052946741016648e-12,3.0529610602366155e-12,3.0532319449247278e-12,3.0533443790657907e-12,3.0260655643864683e-12,3.0300323704276856e-12,3.0307032112990947e-12,2.975443082689169e-12,2.975794749575742e-12,2.9742401998595685e-12,2.9747385460890306e-12,3.1540402392926247e-12,3.152965738415017e-12,3.1538555053373695e-12,3.151906704462981e-12,3.151457734762866e-12,3.151574825935486e-12,3.1518062835596354e-12,3.0030965177836137e-12,3.0045255521440265e-12,3.0057882438182172e-12,3.039224885608181e-12,3.0457052012983028e-12,3.044874177151563e-12,3.04316409760914e-12,3.0426375033575017e-12,2.9542781024375873e-12,2.9554639484255815e-12,2.9555534269332938e-12,2.95548325360702e-12,3.1558871015450003e-12,3.1569555506707887e-12,3.1589623353812256e-12,3.0473171457845627e-12,3.041559539791644e-12,3.0389802842391706e-12
401030,6.302502422006033e-13,4.662419647908429e-13,3.655215591050943e-13,3.5729351765767084e-13,3.970736161349392e-13,3.7881094912648553e-13,3.62495505950544e-13,3.553122622747939e-13,3.8050347075112456e-13,3.7638462635082487e-13,3.7314472478446095e-13,3.7052153691930174e-13,3.705199677364937e-13,3.737848283995565e-13,3.704994144454189e-13,3.690945123669084e-13,3.6768930598357305e-13,3.675948108966448e-13,3.759350194809457e-13,3.755657638878659e-13,3.751491062590429e-13,3.7467174671801406e-13,3.7467785278158287e-13,3.7305477446679383e-13,3.7353669793413506e-13,3.732501997358718e-13,3.730243901269271e-13,3.583147330355016e-13,3.588556763781798e-13,3.5924396471849346e-13,3.7678099282844154e-13,3.7674596530551636e-13,3.7641441737098565e-13,3.763357121535374e-13,3.7036488752098945e-13,3.699766277120236e-13,3.699364088742142e-13,3.699281407404261e-13,3.6979801310263673e-13,3.691787980090025e-13,3.6868958528485054e-13,3.686448990500009e-13,3.687003787442411e-13,3.6877582173217486e-13,3.6879762850849636e-13,3.6545926376919336e-13,3.659647255601385e-13,3.6603716399495034e-13,3.593417573342116e-13,3.595223473231498e-13,3.592950718218582e-13,3.5933217937775584e-13,3.80835905842077e-13,3.8065115169389217e-13,3.8073269151911885e-13,3.8044666503179685e-13,3.8038962496481604e-13,3.80409729081987e-13,3.80436634856962e-13,3.623510541579453e-13,3.625108056264293e-13,3.6264845923391935e-13,3.66563494954129e-13,3.673558279435967e-13,3.6725739810252387e-13,3.6700635179753933e-13,3.6692800434448817e-13,3.5681180390099377e-13,3.569324705523792e-13,3.569942101468503e-13,3.5699297610186125e-13,3.80947706723401e-13,3.8113908410172925e-13,3.813552150634227e-13,3.6798622116854355e-13,3.67204044475243e-13,3.6688165902334383e-13
401040,9.784734268805642e-14,8.252091385504804e-14,7.150981133492846e-14,7.043470805249045e-14,7.80668363177737e-14,7.606727136504009e-14,7.426424185906757e-14,7.32567487205322e-14,7.856742617576079e-14,7.804085669690908e-14,7.76851677832984e-14,7.729561505699311e-14,7.729537290600484e-14,7.775278067943873e-14,7.71204371915524e-14,7.693078052080255e-14,7.672011082083122e-14,7.670569990896252e-14,7.849745436710098e-14,7.843508295515487e-14,7.83723008961878e-14,7.830377980075389e-14,7.830431088468521e-14,7.786417917017845e-14,7.800275012621704e-14,7.794517906785178e-14,7.790637681183384e-14,7.494183628304212e-14,7.504715057940559e-14,7.51292581565803e-14,7.878772707954908e-14,7.877993871402589e-14,7.870107434144021e-14,7.868054932509634e-14,7.740634163023733e-14,7.729128968370823e-14,7.726226955850825e-14,7.724960437650579e-14,7.722228633094747e-14,7.721467281236559e-14,7.712047586781158e-14,7.711840623785588e-14,7.713994352231329e-14,7.71616552906443e-14,7.716666354420692e-14,7.63830857983171e-14,7.64926831979479e-14,7.65094556677673e-14,7.51338223807036e-14,7.517308004242241e-14,7.510848602543225e-14,7.51120538256655e-14,7.965171296179279e-14,7.960383445105966e-14,7.961239606728939e-14,7.954255457014809e-14,7.9530969310306e-14,7.953586911549824e-14,7.954032082041076e-14,7.573991777043237e-14,7.57590872798777e-14,7.57859579990628e-14,7.652876007399465e-14,7.670482402017483e-14,7.667728186798447e-14,7.66173117323553e-14,7.659954968257724e-14,7.45928129808577e-14,7.463073723806118e-14,7.464722245706604e-14,7.464684901212334e-14,7.959507880712442e-14,7.964667301590841e-14,7.969118748044006e-14,7.687326921131332e-14,7.668785030607823e-14,7.661689077430975e-14
401050,6.642478228474815e-14,3.941105184972229e-14,2.428168308446538e-14,2.3218116919030073e-14,2.6014697494484677e-14,2.328693494658992e-14,2.0846269698897343e-14,1.998359975908066e-14,2.1441627117495548e-14,2.0900620821784927e-14,2.0413143523390878e-14,2.0119947646185768e-14,2.0119780914326022e-14,2.0460712784852043e-14,2.0237643792172287e-14,2.0061767414663727e-14,1.9906821525733055e-14,1.989663205349581e-14,2.0252060477208878e-14,2.021790343902625e-14,2.0172020262270894e-14,2.011609876651033e-14,2.0117109173948746e-14,2.0128346844512975e-14,2.0115891574807713e-14,2.0098834946572933e-14,2.0078805929192125e-14,1.914406606789393e-14,1.9179379834610447e-14,1.919837739231995e-14,2.0175092288789187e-14,2.017454774546703e-14,2.0166797642054705e-14,2.0166720482501435e-14,1.987342889559399e-14,1.988591403916762e-14,1.990447567778244e-14,1.9915140052483544e-14,1.9908612521546058e-14,1.976593657631156e-14,1.9732617633461123e-14,1.9722910320800416e-14,1.971572737299353e-14,1.9713551914087364e-14,1.9714139574137288e-14,1.9644167716472308e-14,1.9666168232378438e-14,1.966834321840781e-14,1.926016584497624e-14,1.926811598958444e-14,1.9273172003910137e-14,1.9279336117130263e-14,2.0391521540470217e-14,2.039110728680094e-14,2.040379865614778e-14,2.0398997648865396e-14,2.0395767625179927e-14,2.0396172134896876e-14,2.0398751486704344e-14,1.942604248181631e-14,1.94480720379531e-14,1.9457035366757036e-14,1.9742513870198922e-14,1.9773236796670627e-14,1.9774869342857672e-14,1.9769405001676276e-14,1.9766755094609036e-14,1.9120680592373112e-14,1.9114392731310673e-14,1.911371961196539e-14,1.9113717438226748e-14,2.050157344782819e-14,2.0499841457777572e-14,2.051204929832761e-14,1.981205474825433e-14,1.979345534955442e-14,1.9780347308271073e-14
